K. Tidur,K. Mandi,L. Tanah,L. Bangunan,Tipe Properti,Sertifikat,price_juta,installment_juta,kecamatan,provinsi,Longitude,Latitude,num_facilities,outdoor_facilities,ac,security,laundry,park,published_date,num_char_desc,no_banjir,transportation
2.0,1.0,90.0,90.0,Rumah,SHM - Sertifikat Hak Milik,800.0,5.0,Duta Harapan,Bekasi,107.01292594861941,-6.21411125,3,1,0,1,0,0,2021-11-14,407,1,1
2.0,1.0,84.0,36.0,Rumah,SHM - Sertifikat Hak Milik,650.0,4.0,Cikarang,Bekasi,107.1502914,-6.2626649,1,0,0,0,0,0,2021-11-08,1741,0,1
3.0,1.0,96.0,70.0,Rumah,SHM - Sertifikat Hak Milik,625.0,4.0,Pondok Ungu,Bekasi,107.00562820970123,-6.17784095,2,0,0,1,0,0,2021-11-08,226,0,1
2.0,1.0,60.0,40.0,Rumah,,415.0,2.0,Pondok Ungu,Bekasi,107.00562820970123,-6.17784095,1,0,0,0,0,0,2021-11-08,244,0,0
2.0,1.0,72.0,50.0,Rumah,SHM - Sertifikat Hak Milik,600.0,4.0,Bekasi,Bekasi,106.9992869,-6.2363849,5,1,1,1,0,0,2021-11-07,503,0,1
2.0,1.0,60.0,40.0,Rumah,SHM - Sertifikat Hak Milik,462.0,3.0,Pondok Ungu,Bekasi,107.00562820970123,-6.17784095,1,0,0,1,0,0,2021-11-07,215,0,1
2.0,1.0,60.0,45.0,Rumah,SHM - Sertifikat Hak Milik,470.0,3.0,Pondok Ungu,Bekasi,107.00562820970123,-6.17784095,4,1,0,1,0,0,2021-10-31,235,1,1
2.0,1.0,61.0,36.0,Rumah,SHM - Sertifikat Hak Milik,365.0,2.0,Grand Wisata,Bekasi,107.04761460690145,-6.280589,3,1,0,1,0,0,2021-10-25,871,0,0
3.0,1.0,148.0,56.0,Rumah,SHM - Sertifikat Hak Milik,700.0,5.0,Medan Satria,Bekasi,106.9739553,-6.1811903,8,1,1,1,0,0,2021-06-21,81,0,0
2.0,1.0,72.0,36.0,Rumah,SHM - Sertifikat Hak Milik,350.0,2.0,Bekasi Kota,Bekasi,106.9992869,-6.2363849,1,0,0,0,0,0,2021-06-21,211,0,0
